Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1486	9.832	11.320	12.808	14.517	16.485	18.756	21.381	24.423	27.465
1487	9.834	11.323	12.811	14.522	16.491	18.763	21.389	24.433	27.477
1488	9.837	11.326	12.815	14.526	16.496	18.769	21.397	24.443	27.488
1489	9.839	11.329	12.819	14.531	16.502	18.776	21.405	24.453	27.500
1490	9.842	11.332	12.823	14.535	16.507	18.782	21.413	24.462	27.511
1491	9.845	11.336	12.827	14.540	16.513	18.789	21.421	24.472	27.523
1492	9.847	11.339	12.830	14.544	16.518	18.796	21.429	24.482	27.535
1493	9.850	11.342	12.834	14.549	16.524	18.802	21.438	24.492	27.546
1494	9.852	11.345	12.838	14.553	16.529	18.809	21.445	24.502	27.558
1495	9.855	11.348	12.842	14.558	16.534	18.815	21.454	24.512	27.570
1496	9.857	11.351	12.845	14.562	16.540	18.822	21.462	24.521	27.581
1497	9.860	11.355	12.849	14.567	16.545	18.829	21.470	24.531	27.593
1498	9.863	11.358	12.853	14.572	16.551	18.835	21.478	24.541	27.605
1499	9.865	11.361	12.857	14.576	16.556	18.842	21.486	24.551	27.616
1500	9.868	11.364	12.861	14.581	16.562	18.849	21.494	24.561	27.628
1501	9.870	11.367	12.864	14.585	16.567	18.855	21.502	24.571	27.639
1502	9.873	11.371	12.868	14.590	16.573	18.862	21.510	24.581	27.651
1503	9.875	11.374	12.872	14.594	16.578	18.868	21.518	24.590	27.663
1504	9.878	11.377	12.876	14.599	16.584	18.875	21.526	24.600	27.674
1505	9.881	11.380	12.879	14.603	16.589	18.881	21.534	24.610	27.686
1506	9.883	11.383	12.883	14.608	16.594	18.888	21.542	24.620	27.698
1507	9.886	11.386	12.887	14.612	16.600	18.895	21.550	24.630	27.709
1508	9.888	11.390	12.891	14.617	16.605	18.901	21.558	24.640	27.721
1509	9.891	11.393	12.895	14.621	16.611	18.908	21.566	24.650	27.733
1510	9.893	11.396	12.898	14.626	16.616	18.915	21.574	24.659	27.744
1511	9.896	11.399	12.902	14.630	16.622	18.921	21.582	24.669	27.756
1512	9.899	11.402	12.906	14.635	16.627	18.928	21.590	24.679	27.768
1513	9.901	11.405	12.910	14.639	16.633	18.935	21.599	24.690	27.780
1514	9.903	11.408	12.913	14.644	16.638	18.941	21.607	24.699	27.792
1515	9.906	11.411	12.917	14.648	16.644	18.948	21.615	24.709	27.804
1516	9.908	11.415	12.921	14.653	16.649	18.954	21.623	24.719	27.815
1517	9.911	11.418	12.925	14.657	16.654	18.961	21.631	24.729	27.827
1518	9.914	11.421	12.928	14.662	16.660	18.968	21.639	24.739	27.839
1519	9.916	11.424	12.932	14.666	16.665	18.974	21.647	24.749	27.851
1520	9.919	11.427	12.936	14.671	16.671	18.981	21.655	24.759	27.862
1521	9.921	11.431	12.940	14.676	16.676	18.988	21.663	24.769	27.874
1522	9.924	11.434	12.944	14.680	16.682	18.994	21.671	24.779	27.886
1523	9.926	11.437	12.947	14.685	16.687	19.001	21.679	24.788	27.897
1524	9.929	11.440	12.951	14.689	16.693	19.007	21.688	24.798	27.909
1525	9.932	11.443	12.955	14.694	16.698	19.014	21.696	24.808	27.921
1526	9.934	11.446	12.959	14.698	16.704	19.021	21.704	24.818	27.932
1527	9.937	11.449	12.962	14.703	16.709	19.027	21.712	24.828	27.944
1528	9.939	11.453	12.966	14.707	16.714	19.034	21.720	24.838	27.956
1529	9.942	11.456	12.970	14.712	16.720	19.040	21.728	24.848	27.967
1530	9.944	11.459	12.974	14.716	16.725	19.047	21.736	24.857	27.979
1531	9.947	11.462	12.977	14.721	16.731	19.054	21.744	24.867	27.991
1532	9.949	11.465	12.981	14.725	16.736	19.060	21.752	24.877	28.002
1533	9.952	11.469	12.985	14.730	16.742	19.067	21.760	24.887	28.014
1534	9.955	11.472	12.989	14.734	16.747	19.074	21.768	24.897	28.026
1535	9.957	11.475	12.993	14.739	16.753	19.080	21.776	24.907	28.038
1536	9.960	11.478	12.996	14.743	16.758	19.087	21.784	24.917	28.049
1537	9.962	11.481	13.000	14.748	16.764	19.093	21.792	24.927	28.061
1538	9.965	11.484	13.004	14.752	16.769	19.100	21.800	24.937	28.073
1539	9.967	11.488	13.008	14.757	16.774	19.107	21.809	24.947	28.084
1540	9.970	11.491	13.011	14.762	16.780	19.113	21.817	24.956	28.096
1541	9.973	11.494	13.015	14.766	16.785	19.120	21.825	24.966	28.108
1542	9.975	11.497	13.019	14.771	16.791	19.127	21.833	24.976	28.120
1543	9.978	11.500	13.023	14.775	16.796	19.133	21.841	24.986	28.131
1544	9.980	11.503	13.026	14.780	16.802	19.140	21.849	24.996	28.143
1545	9.982	11.506	13.030	14.784	16.807	19.146	21.857	25.007	28.156
1546	9.985	11.509	13.034	14.788	16.813	19.153	21.866	25.017	28.168
1547	9.987	11.512	13.037	14.793	16.818	19.160	21.874	25.027	28.179
1548	9.990	11.516	13.041	14.797	16.824	19.166	21.882	25.037	28.191
1549	9.993	11.519	13.045	14.802	16.829	19.173	21.890	25.046	28.203
1550	9.995	11.522	13.049	14.807	16.834	19.180	21.898	25.056	28.215
1551	9.998	11.525	13.053	14.811	16.840	19.186	21.906	25.066	28.226
1552	10.000	11.528	13.056	14.816	16.845	19.193	21.914	25.076	28.238
1553	10.003	11.531	13.060	14.820	16.851	19.200	21.922	25.086	28.250
1554	10.005	11.535	13.064	14.825	16.856	19.206	21.930	25.096	28.262
1555	10.008	11.538	13.068	14.829	16.862	19.213	21.938	25.106	28.273
1556	10.010	11.541	13.071	14.834	16.867	19.219	21.946	25.116	28.285
1557	10.013	11.544	13.075	14.838	16.873	19.226	21.954	25.126	28.297
1558	10.015	11.547	13.079	14.843	16.878	19.233	21.962	25.135	28.308
1559	10.018	11.550	13.083	14.847	16.884	19.239	21.971	25.145	28.320
1560	10.021	11.554	13.086	14.852	16.889	19.246	21.979	25.155	28.332
1561	10.023	11.557	13.090	14.856	16.894	19.252	21.987	25.165	28.344
1562	10.026	11.560	13.094	14.861	16.900	19.259	21.995	25.175	28.356
1563	10.028	11.563	13.097	14.865	16.905	19.266	22.003	25.186	28.369
1564	10.031	11.566	13.101	14.870	16.911	19.273	22.012	25.196	28.381
1565	10.033	11.569	13.105	14.874	16.916	19.279	22.020	25.206	28.392
1566	10.036	11.572	13.109	14.879	16.922	19.286	22.028	25.216	28.404
1567	10.038	11.575	13.113	14.883	16.927	19.292	22.036	25.226	28.416
1568	10.041	11.578	13.116	14.888	16.933	19.299	22.044	25.236	28.428
1569	10.043	11.582	13.120	14.892	16.938	19.306	22.052	25.246	28.439
1570	10.046	11.585	13.124	14.897	16.944	19.312	22.060	25.256	28.451
1571	10.048	11.588	13.128	14.901	16.949	19.319	22.068	25.266	28.463
1572	10.051	11.591	13.131	14.906	16.954	19.326	22.076	25.275	28.475
1573	10.053	11.594	13.135	14.910	16.960	19.332	22.084	25.285	28.486
1574	10.056	11.597	13.139	14.915	16.965	19.339	22.092	25.295	28.498
1575	10.058	11.601	13.143	14.919	16.971	19.345	22.101	25.305	28.510
1576	10.061	11.604	13.146	14.924	16.976	19.352	22.109	25.315	28.522
1577	10.064	11.607	13.150	14.928	16.982	19.359	22.117	25.325	28.533
1578	10.066	11.610	13.154	14.933	16.987	19.366	22.125	25.336	28.546
1579	10.068	11.613	13.157	14.937	16.993	19.372	22.133	25.346	28.558
1580	10.071	11.616	13.161	14.942	16.998	19.379	22.142	25.356	28.570
1581	10.073	11.619	13.165	14.946	17.004	19.385	22.150	25.366	28.582
1582	10.076	11.622	13.169	14.951	17.009	19.392	22.158	25.376	28.594
1583	10.078	11.625	13.172	14.955	17.014	19.399	22.166	25.386	28.606
1584	10.081	11.629	13.176	14.960	17.020	19.405	22.174	25.396	28.617
1585	10.084	11.632	13.180	14.964	17.026	19.412	22.182	25.406	28.629
1586	10.086	11.635	13.184	14.969	17.031	19.419	22.190	25.416	28.641
1587	10.089	11.638	13.188	14.973	17.036	19.425	22.198	25.426	28.653
1588	10.091	11.641	13.191	14.978	17.042	19.432	22.206	25.436	28.665
1589	10.094	11.644	13.195	14.982	17.047	19.439	22.215	25.446	28.677
1590	10.096	11.647	13.199	14.987	17.053	19.445	22.223	25.455	28.688
1591	10.098	11.650	13.202	14.991	17.058	19.452	22.231	25.466	28.701
1592	10.101	11.653	13.206	14.996	17.064	19.459	22.239	25.476	28.713
1593	10.103	11.657	13.210	15.000	17.069	19.465	22.247	25.486	28.725
1594	10.106	11.660	13.214	15.005	17.075	19.472	22.256	25.496	28.737
1595	10.108	11.663	13.217	15.009	17.080	19.479	22.264	25.506	28.748
1596	10.111	11.666	13.221	15.014	17.086	19.485	22.272	25.516	28.760
1597	10.113	11.669	13.225	15.018	17.091	19.492	22.280	25.526	28.772
1598	10.116	11.672	13.229	15.023	17.096	19.498	22.288	25.536	28.784
1599	10.119	11.675	13.232	15.027	17.102	19.505	22.296	25.546	28.796
1600	10.121	11.679	13.236	15.032	17.107	19.512	22.304	25.556	28.808
1601	10.124	11.682	13.240	15.036	17.113	19.518	22.312	25.566	28.819
1602	10.126	11.685	13.244	15.041	17.118	19.525	22.320	25.576	28.831
1603	10.129	11.688	13.247	15.045	17.124	19.532	22.329	25.586	28.843
1604	10.131	11.691	13.251	15.050	17.129	19.538	22.337	25.597	28.856
1605	10.133	11.694	13.255	15.054	17.135	19.545	22.345	25.607	28.868
1606	10.136	11.697	13.258	15.059	17.140	19.552	22.353	25.617	28.880
1607	10.139	11.700	13.262	15.063	17.146	19.558	22.362	25.627	28.892
1608	10.141	11.703	13.266	15.068	17.151	19.565	22.370	25.637	28.904
1609	10.144	11.707	13.270	15.072	17.156	19.572	22.378	25.647	28.916
1610	10.146	11.710	13.273	15.077	17.162	19.578	22.386	25.657	28.927
1611	10.149	11.713	13.277	15.081	17.167	19.585	22.394	25.667	28.939
1612	10.151	11.716	13.281	15.086	17.173	19.592	22.402	25.677	28.951
1613	10.154	11.719	13.285	15.090	17.178	19.598	22.410	25.687	28.963
1614	10.156	11.722	13.288	15.095	17.184	19.605	22.419	25.697	28.975
1615	10.158	11.725	13.292	15.099	17.189	19.612	22.427	25.708	28.988
1616	10.161	11.728	13.296	15.104	17.195	19.618	22.435	25.718	29.000
1617	10.163	11.731	13.299	15.108	17.200	19.625	22.443	25.728	29.012
1618	10.166	11.734	13.303	15.113	17.206	19.632	22.451	25.738	29.024
1619	10.168	11.738	13.307	15.117	17.211	19.638	22.460	25.747	29.035
1620	10.171	11.741	13.311	15.122	17.216	19.645	22.468	25.758	29.047
1621	10.173	11.744	13.314	15.126	17.222	19.651	22.476	25.767	29.059
1622	10.176	11.747	13.318	15.131	17.227	19.658	22.484	25.778	29.071
1623	10.179	11.750	13.322	15.135	17.233	19.665	22.492	25.788	29.083
1624	10.181	11.753	13.326	15.140	17.238	19.671	22.500	25.798	29.095
1625	10.184	11.756	13.329	15.144	17.244	19.678	22.508	25.808	29.107
1626	10.186	11.759	13.333	15.149	17.249	19.685	22.517	25.818	29.120
1627	10.188	11.762	13.337	15.153	17.255	19.692	22.525	25.828	29.132
1628	10.191	11.765	13.340	15.158	17.260	19.698	22.533	25.838	29.144
1629	10.193	11.769	13.344	15.162	17.266	19.705	22.541	25.848	29.156
1630	10.196	11.772	13.348	15.167	17.271	19.711	22.549	25.858	29.167
1631	10.198	11.775	13.351	15.171	17.276	19.718	22.558	25.868	29.179
1632	10.201	11.778	13.355	15.176	17.282	19.725	22.566	25.879	29.191
1633	10.203	11.781	13.359	15.180	17.287	19.731	22.574	25.889	29.203
1634	10.206	11.784	13.363	15.185	17.293	19.738	22.582	25.899	29.215
1635	10.208	11.787	13.366	15.189	17.298	19.745	22.590	25.909	29.227
1636	10.211	11.790	13.370	15.194	17.304	19.752	22.599	25.920	29.240
1637	10.213	11.793	13.374	15.198	17.309	19.758	22.607	25.930	29.252
1638	10.216	11.797	13.377	15.203	17.315	19.765	22.615	25.940	29.264
1639	10.218	11.800	13.381	15.207	17.320	19.772	22.623	25.950	29.276
1640	10.221	11.803	13.385	15.212	17.326	19.778	22.631	25.960	29.288
1641	10.223	11.806	13.389	15.216	17.331	19.785	22.640	25.970	29.300
1642	10.226	11.809	13.392	15.221	17.336	19.792	22.648	25.980	29.312
1643	10.228	11.812	13.396	15.225	17.342	19.798	22.656	25.990	29.324
1644	10.231	11.815	13.400	15.230	17.347	19.805	22.664	26.000	29.336
1645	10.233	11.818	13.404	15.234	17.353	19.811	22.672	26.010	29.348
1646	10.236	11.822	13.407	15.239	17.358	19.818	22.680	26.020	29.360
1647	10.238	11.824	13.411	15.243	17.364	19.825	22.689	26.031	29.373
1648	10.240	11.827	13.415	15.247	17.369	19.832	22.697	26.041	29.385
1649	10.243	11.831	13.418	15.252	17.374	19.838	22.705	26.051	29.396
1650	10.245	11.834	13.422	15.256	17.380	19.845	22.713	26.061	29.408
1651	10.248	11.837	13.426	15.261	17.385	19.851	22.721	26.071	29.420
1652	10.250	11.840	13.430	15.265	17.391	19.858	22.730	26.081	29.432
1653	10.253	11.843	13.433	15.270	17.396	19.865	22.738	26.091	29.444
1654	10.255	11.846	13.437	15.274	17.402	19.871	22.746	26.101	29.456
1655	10.258	11.849	13.441	15.279	17.407	19.878	22.754	26.111	29.468
1656	10.260	11.852	13.444	15.283	17.413	19.885	22.763	26.122	29.481
1657	10.262	11.855	13.448	15.288	17.418	19.892	22.771	26.132	29.493
1658	10.265	11.858	13.452	15.292	17.424	19.898	22.779	26.142	29.505
1659	10.267	11.861	13.455	15.297	17.429	19.905	22.787	26.152	29.517
1660	10.270	11.865	13.459	15.301	17.434	19.912	22.795	26.162	29.529
1661	10.272	11.868	13.463	15.306	17.440	19.918	22.803	26.172	29.541
1662	10.275	11.871	13.467	15.310	17.445	19.925	22.812	26.182	29.553
1663	10.277	11.874	13.470	15.315	17.451	19.931	22.820	26.192	29.565
1664	10.280	11.877	13.474	15.319	17.456	19.938	22.828	26.202	29.577
1665	10.282	11.880	13.478	15.324	17.462	19.945	22.836	26.212	29.589
1666	10.285	11.883	13.481	15.328	17.467	19.952	22.845	26.223	29.602
1667	10.287	11.886	13.485	15.332	17.473	19.958	22.853	26.233	29.614
1668	10.290	11.889	13.489	15.337	17.478	19.965	22.861	26.244	29.626
1669	10.292	11.892	13.492	15.341	17.484	19.971	22.869	26.254	29.638
1670	10.295	11.895	13.496	15.346	17.489	19.978	22.877	26.264	29.650
1671	10.297	11.898	13.500	15.350	17.494	19.985	22.886	26.274	29.662
1672	10.300	11.902	13.504	15.355	17.500	19.992	22.894	26.284	29.674
1673	10.302	11.905	13.507	15.359	17.505	19.998	22.902	26.294	29.686
1674	10.305	11.908	13.511	15.364	17.511	20.005	22.910	26.304	29.698
1675	10.307	11.911	13.515	15.368	17.516	20.012	22.919	26.315	29.711
1676	10.309	11.914	13.518	15.373	17.522	20.018	22.927	26.325	29.723
1677	10.312	11.917	13.522	15.377	17.527	20.025	22.935	26.335	29.735
1678	10.314	11.920	13.526	15.382	17.532	20.032	22.943	26.345	29.747
1679	10.317	11.923	13.529	15.386	17.538	20.038	22.951	26.355	29.759
1680	10.319	11.926	13.533	15.391	17.543	20.045	22.959	26.365	29.771
1681	10.322	11.929	13.537	15.395	17.549	20.052	22.968	26.375	29.783
1682	10.324	11.932	13.541	15.400	17.554	20.058	22.976	26.385	29.795
1683	10.327	11.936	13.544	15.404	17.560	20.065	22.984	26.395	29.807
1684	10.329	11.938	13.548	15.408	17.565	20.072	22.993	26.406	29.820
1685	10.331	11.941	13.551	15.413	17.571	20.078	23.001	26.416	29.832
1686	10.334	11.944	13.555	15.417	17.576	20.085	23.009	26.427	29.844
1687	10.336	11.948	13.559	15.422	17.582	20.092	23.017	26.437	29.856
1688	10.339	11.951	13.563	15.426	17.587	20.098	23.025	26.447	29.868
1689	10.341	11.954	13.566	15.431	17.592	20.105	23.033	26.457	29.880
1690	10.344	11.957	13.570	15.435	17.598	20.112	23.042	26.467	29.893
1691	10.346	11.960	13.574	15.440	17.603	20.118	23.050	26.477	29.905
1692	10.349	11.963	13.578	15.444	17.609	20.125	23.058	26.487	29.916
1693	10.351	11.966	13.581	15.449	17.614	20.132	23.067	26.498	29.930
1694	10.353	11.969	13.585	15.453	17.620	20.138	23.075	26.508	29.942
1695	10.356	11.972	13.588	15.458	17.625	20.145	23.083	26.518	29.954
1696	10.358	11.975	13.592	15.462	17.630	20.152	23.091	26.528	29.966
1697	10.361	11.978	13.596	15.467	17.636	20.158	23.099	26.539	29.978
1698	10.363	11.981	13.600	15.471	17.641	20.165	23.107	26.549	29.990
1699	10.366	11.985	13.603	15.476	17.647	20.172	23.116	26.559	30.002
1700	10.368	11.988	13.607	15.480	17.652	20.178	23.124	26.569	30.014
1701	10.371	11.991	13.611	15.485	17.658	20.185	23.132	26.579	30.026
1702	10.373	11.994	13.614	15.489	17.663	20.192	23.141	26.590	30.039
1703	10.375	11.997	13.618	15.493	17.669	20.198	23.149	26.600	30.051
1704	10.378	12.000	13.622	15.498	17.674	20.205	23.157	26.610	30.063
1705	10.380	12.003	13.625	15.502	17.680	20.212	23.165	26.620	30.075
1706	10.383	12.006	13.629	15.507	17.685	20.218	23.173	26.630	30.087
1707	10.385	12.009	13.633	15.511	17.690	20.225	23.182	26.641	30.099
1708	10.388	12.012	13.636	15.516	17.696	20.232	23.190	26.651	30.111
1709	10.390	12.015	13.640	15.520	17.701	20.238	23.198	26.661	30.123
1710	10.393	12.018	13.644	15.525	17.707	20.245	23.206	26.671	30.136
1711	10.395	12.021	13.647	15.529	17.712	20.252	23.215	26.682	30.149
1712	10.397	12.024	13.651	15.533	17.718	20.258	23.223	26.692	30.161
1713	10.400	12.027	13.655	15.538	17.723	20.265	23.231	26.702	30.173
1714	10.402	12.030	13.658	15.542	17.728	20.272	23.239	26.712	30.185
1715	10.405	12.033	13.662	15.547	17.734	20.278	23.247	26.722	30.197
1716	10.407	12.037	13.666	15.551	17.739	20.285	23.256	26.732	30.209
1717	10.410	12.040	13.670	15.556	17.745	20.292	23.264	26.742	30.221
1718	10.412	12.043	13.673	15.560	17.750	20.298	23.272	26.753	30.233
1719	10.415	12.046	13.677	15.565	17.756	20.305	23.280	26.763	30.245
1720	10.417	12.049	13.680	15.569	17.761	20.312	23.289	26.774	30.258
1721	10.419	12.052	13.684	15.574	17.766	20.318	23.297	26.784	30.271
1722	10.422	12.055	13.688	15.578	17.772	20.325	23.305	26.794	30.282
1723	10.424	12.058	13.691	15.583	17.777	20.332	23.313	26.804	30.294
1724	10.426	12.061	13.695	15.587	17.783	20.338	23.321	26.814	30.307
1725	10.429	12.064	13.699	15.591	17.788	20.345	23.330	26.824	30.319
1726	10.431	12.067	13.703	15.596	17.794	20.352	23.338	26.834	30.331
1727	10.434	12.070	13.706	15.600	17.799	20.358	23.346	26.844	30.343
1728	10.436	12.073	13.710	15.605	17.804	20.365	23.354	26.854	30.355
1729	10.438	12.076	13.713	15.609	17.810	20.372	23.363	26.865	30.368
1730	10.441	12.079	13.717	15.614	17.815	20.379	23.371	26.876	30.380
1731	10.443	12.082	13.721	15.618	17.821	20.385	23.379	26.886	30.392
1732	10.446	12.085	13.725	15.623	17.826	20.392	23.387	26.896	30.404
1733	10.448	12.088	13.728	15.627	17.832	20.398	23.396	26.906	30.416
1734	10.451	12.091	13.732	15.632	17.837	20.405	23.404	26.916	30.429
1735	10.453	12.094	13.736	15.636	17.842	20.412	23.412	26.926	30.441
1736	10.456	12.098	13.739	15.641	17.848	20.418	23.420	26.936	30.453
1737	10.458	12.101	13.743	15.645	17.853	20.425	23.428	26.947	30.465
1738	10.460	12.103	13.746	15.649	17.859	20.432	23.437	26.958	30.478
1739	10.463	12.106	13.750	15.654	17.864	20.438	23.445	26.968	30.490
1740	10.465	12.110	13.754	15.658	17.870	20.445	23.453	26.978	30.502
1741	10.468	12.113	13.758	15.663	17.875	20.452	23.462	26.988	30.514
1742	10.470	12.116	13.761	15.667	17.880	20.458	23.470	26.998	30.526
1743	10.473	12.119	13.765	15.672	17.886	20.465	23.478	27.008	30.539
1744	10.475	12.122	13.769	15.676	17.891	20.472	23.486	27.018	30.551
1745	10.478	12.125	13.772	15.680	17.897	20.478	23.494	27.029	30.563
1746	10.480	12.128	13.776	15.685	17.902	20.485	23.502	27.039	30.575
1747	10.482	12.131	13.779	15.689	17.908	20.492	23.511	27.050	30.588
1748	10.484	12.134	13.783	15.694	17.913	20.499	23.519	27.060	30.600
1749	10.487	12.137	13.787	15.698	17.918	20.505	23.528	27.070	30.613
1750	10.489	12.140	13.791	15.703	17.924	20.512	23.536	27.080	30.625
1751	10.492	12.143	13.794	15.707	17.929	20.519	23.544	27.090	30.637
1752	10.494	12.146	13.798	15.712	17.935	20.525	23.552	27.101	30.649
1753	10.497	12.149	13.802	15.716	17.940	20.532	23.560	27.111	30.661
1754	10.499	12.152	13.805	15.721	17.946	20.538	23.569	27.121	30.673
1755	10.502	12.155	13.809	15.725	17.951	20.545	23.577	27.131	30.685
1756	10.504	12.158	13.812	15.729	17.956	20.552	23.585	27.142	30.699
1757	10.506	12.161	13.816	15.734	17.962	20.559	23.594	27.152	30.711
1758	10.509	12.164	13.820	15.738	17.967	20.565	23.602	27.162	30.723
1759	10.511	12.167	13.823	15.743	17.973	20.572	23.610	27.173	30.735
1760	10.514	12.170	13.827	15.747	17.978	20.579	23.618	27.183	30.747
1761	10.516	12.173	13.831	15.751	17.984	20.585	23.626	27.193	30.759
1762	10.518	12.176	13.834	15.756	17.989	20.592	23.635	27.203	30.771
1763	10.521	12.180	13.838	15.760	17.994	20.598	23.643	27.213	30.784
1764	10.523	12.183	13.842	15.765	18.000	20.605	23.651	27.223	30.796
1765	10.525	12.185	13.845	15.769	18.005	20.612	23.660	27.234	30.809
1766	10.528	12.188	13.849	15.774	18.011	20.619	23.668	27.245	30.821
1767	10.530	12.192	13.853	15.778	18.016	20.625	23.676	27.255	30.834
1768	10.533	12.195	13.856	15.783	18.022	20.632	23.684	27.265	30.846
1769	10.535	12.198	13.860	15.787	18.027	20.639	23.692	27.275	30.858
1770	10.538	12.201	13.864	15.791	18.032	20.645	23.701	27.285	30.870
1771	10.540	12.204	13.867	15.796	18.038	20.652	23.709	27.295	30.882
1772	10.543	12.207	13.871	15.800	18.043	20.658	23.717	27.306	30.894
1773	10.545	12.210	13.875	15.805	18.049	20.665	23.725	27.316	30.906
1774	10.547	12.213	13.878	15.809	18.054	20.672	23.734	27.327	30.920
1775	10.550	12.216	13.882	15.814	18.060	20.679	23.742	27.337	30.932
1776	10.552	12.219	13.885	15.818	18.065	20.685	23.750	27.347	30.944
1777	10.554	12.222	13.889	15.822	18.070	20.692	23.759	27.357	30.956
1778	10.557	12.225	13.893	15.827	18.076	20.699	23.767	27.368	30.969
1779	10.559	12.228	13.897	15.831	18.081	20.705	23.775	27.378	30.981
1780	10.562	12.231	13.900	15.836	18.087	20.712	23.783	27.388	30.993
1781	10.564	12.234	13.904	15.840	18.092	20.718	23.791	27.398	31.005
1782	10.567	12.237	13.907	15.845	18.097	20.725	23.799	27.408	31.017
1783	10.569	12.240	13.911	15.849	18.103	20.732	23.808	27.418	31.029
1784	10.571	12.243	13.915	15.853	18.108	20.739	23.816	27.429	31.042
1785	10.574	12.246	13.918	15.858	18.114	20.745	23.825	27.440	31.055
1786	10.576	12.249	13.922	15.862	18.119	20.752	23.833	27.450	31.067
1787	10.578	12.252	13.926	15.867	18.124	20.759	23.841	27.460	31.079
1788	10.581	12.255	13.929	15.871	18.130	20.765	23.849	27.470	31.091
1789	10.583	12.258	13.933	15.876	18.135	20.772	23.857	27.480	31.103
1790	10.586	12.261	13.937	15.880	18.141	20.778	23.866	27.491	31.115
1791	10.588	12.264	13.940	15.884	18.146	20.785	23.874	27.501	31.128
1792	10.591	12.267	13.944	15.889	18.152	20.792	23.882	27.511	31.140
1793	10.593	12.270	13.947	15.893	18.157	20.799	23.891	27.522	31.153
1794	10.595	12.273	13.951	15.898	18.162	20.805	23.899	27.532	31.166
1795	10.597	12.276	13.955	15.902	18.168	20.812	23.907	27.542	31.178
1796	10.600	12.279	13.958	15.906	18.173	20.819	23.915	27.553	31.190
1797	10.602	12.282	13.962	15.911	18.179	20.825	23.924	27.563	31.202
1798	10.605	12.285	13.966	15.915	18.184	20.832	23.932	27.573	31.214
1799	10.607	12.288	13.969	15.920	18.189	20.838	23.940	27.583	31.227
1800	10.610	12.291	13.973	15.924	18.195	20.845	23.948	27.593	31.239
1801	10.612	12.294	13.977	15.929	18.200	20.852	23.956	27.604	31.251
1802	10.615	12.297	13.980	15.933	18.206	20.858	23.965	27.614	31.263
1803	10.617	12.300	13.984	15.937	18.211	20.865	23.973	27.625	31.277
1804	10.619	12.303	13.987	15.942	18.216	20.872	23.981	27.635	31.289
1805	10.621	12.306	13.991	15.946	18.222	20.878	23.990	27.645	31.301
1806	10.624	12.309	13.995	15.951	18.227	20.885	23.998	27.656	31.313
1807	10.626	12.312	13.998	15.955	18.233	20.892	24.006	27.666	31.326
1808	10.629	12.315	14.002	15.960	18.238	20.898	24.014	27.676	31.338
1809	10.631	12.318	14.006	15.964	18.244	20.905	24.023	27.686	31.350
1810	10.634	12.321	14.009	15.968	18.249	20.912	24.031	27.696	31.362
1811	10.636	12.324	14.013	15.973	18.254	20.918	24.039	27.706	31.374
1812	10.638	12.327	14.017	15.977	18.260	20.925	24.047	27.717	31.386
1813	10.640	12.330	14.020	15.982	18.265	20.932	24.056	27.728	31.400
1814	10.643	12.333	14.024	15.986	18.270	20.938	24.064	27.738	31.412
1815	10.645	12.336	14.027	15.990	18.276	20.945	24.072	27.748	31.424
1816	10.648	12.339	14.031	15.995	18.281	20.952	24.080	27.758	31.436
1817	10.650	12.342	14.035	15.999	18.287	20.958	24.089	27.769	31.449
1818	10.652	12.345	14.038	16.004	18.292	20.965	24.097	27.779	31.461
1819	10.655	12.348	14.042	16.008	18.298	20.972	24.105	27.789	31.473
1820	10.657	12.351	14.046	16.012	18.303	20.978	24.113	27.799	31.485
1821	10.660	12.354	14.049	16.017	18.308	20.985	24.121	27.810	31.498
1822	10.662	12.358	14.053	16.021	18.314	20.992	24.130	27.820	31.510
1823	10.664	12.360	14.056	16.026	18.319	20.998	24.138	27.831	31.523
1824	10.667	12.363	14.060	16.030	18.324	21.005	24.147	27.841	31.535
1825	10.669	12.366	14.063	16.034	18.330	21.012	24.155	27.851	31.548
1826	10.671	12.369	14.067	16.039	18.335	21.018	24.163	27.861	31.560
1827	10.674	12.372	14.071	16.043	18.341	21.025	24.171	27.872	31.572
1828	10.676	12.375	14.074	16.048	18.346	21.031	24.179	27.882	31.584
1829	10.679	12.378	14.078	16.052	18.351	21.038	24.188	27.892	31.597
1830	10.681	12.381	14.082	16.056	18.357	21.045	24.196	27.902	31.609
1831	10.683	12.384	14.085	16.061	18.362	21.051	24.204	27.913	31.621
1832	10.686	12.387	14.089	16.065	18.368	21.058	24.212	27.923	31.633
1833	10.688	12.390	14.093	16.070	18.373	21.065	24.220	27.933	31.646
1834	10.690	12.393	14.096	16.074	18.378	21.072	24.229	27.944	31.659
1835	10.693	12.396	14.100	16.078	18.384	21.078	24.237	27.954	31.671
1836	10.695	12.399	14.103	16.083	18.389	21.085	24.245	27.964	31.683
1837	10.697	12.402	14.107	16.087	18.394	21.091	24.254	27.975	31.696
1838	10.700	12.405	14.111	16.092	18.400	21.098	24.262	27.985	31.708
1839	10.702	12.408	14.114	16.096	18.405	21.105	24.270	27.995	31.720
1840	10.705	12.411	14.118	16.100	18.411	21.111	24.278	28.005	31.732
1841	10.707	12.414	14.121	16.105	18.416	21.118	24.287	28.016	31.745
1842	10.709	12.417	14.125	16.109	18.422	21.125	24.295	28.026	31.757
